TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
"Setelah mengikuti tes wawancara beasiswa, saya memikirkan kembali jawaban saya dan mulai berpikir ""$seharusnya saya jawab seperti ini, harusnya saya tidak bilang begitu$"". Hal ini akhirnya membuat saya merasa bersalah pada diri sendiri.","After taking the scholarship interview test, I rethought my answer and started thinking ""$I should have answered like this, I shouldn't have said that$"". This ultimately made me feel guilty about myself.",RAW-ORI,Should statement,Should statement
$Seharusnya saya tidak memberi tahu ibu bahwa ayah saya selingkuh agar orang tua saya tidak bercerai.$,$I shouldn't have told my mother that my father was cheating on me so that my parents wouldn't get a divorce.$,RAW-ORI,Should statement,Should statement
"Saya merasa bahwa $seharusnya saya memilih sma lain saat itu, dan tidak terhasut dengan pihak sma tempat saya bersekolah dulu$, yang pada awalnya menjanjikan untuk mempermudah saya dalam mengikuti pertukaran pelajar.","I felt that I should have chosen another high school at that time, and not been tempted by the high school where I went to school, which initially promised to make it easier for me to participate in student exchange.",RAW-ORI,Should statement,Should statement
$Setelah masuk ke unud dengan jalur mandiri seharusnya saya mengikuti tes snbt$. Sebelum mengikuti tes jalur mandiri,"$After entering Unud with the independent route, I should have taken the snbt test$. Before taking the independent pathway test",RAW-ORI,Should statement,Should statement
"Kadang dalam berinteraksi dengan orang lain, saya berbicara dengan terlalu lugas dan tidak memperhatikan pilihan kata yang saya ucapkan. Sering kali setelah sampai di rumah, saya meningat kembali percakapan kami dan $menyadari bahwa saya seharusnya bisa menggunakan kata yang lebih baik lagi dalam mengutarakan maksud saya$ selama percakapan agar tidak muncul salah tafsir dari pihak lain mengenai maksud dari perkataan saya.","Sometimes when interacting with other people, I speak too directly and don't pay attention to the choice of words I say. Often after arriving home, I look back on our conversation and realize that I should have used better words to express my meaning during the conversation so that there would be no misinterpretation from the other party regarding the meaning of what I said.",RAW-ORI,Should statement,Should statement
$Seharusnya saya bisa belajar lebih baik lagi$,$I should have studied better$,RAW-ORI,Should statement,Should statement
"Saya dan inti kepanitiaan tidak teliti dalam mengoreksi design sertifikat, $seharusnya kami lebih teliti agar sertifikat tersebut bisa lebih baik$","The core of the committee and I were not careful in correcting the design of the certificate, $we should have been more careful so that the certificate could be better$",RAW-ORI,Should statement,Should statement
"saat ingin ujian psikotes ipdn, saya tidak sempat belajar karena terlalu sering mengambil job reguler di cafe yg akhirnya tdk lulus ranking di ipdn. $saya masih sering berpikir seharusnya saya harus lebih bisa me-manage waktu belajar saya lebih baik.$","when I wanted to take the IPDN psychological test, I didn't have time to study because I took too many regular jobs at cafes which ultimately failed the ranking at IPDN. $I still often think that I should have been able to manage my study time better.$",RAW-ORI,Should statement,Should statement
$Seharusnya saya menghilangkan rasa malas dan suka menunda pekerjaan.$,$I should get rid of feeling lazy and like procrastinating work.$,RAW-ORI,Should statement,Should statement
"$Seharusnya dalam menjadi sie sponsorship saya lebih gencar dalam mencari sponsor$, tetapi saya malah bermalas-malasan karena banyak yang menolak untuk bekerja sama","$In becoming a sponsor, I should have been more aggressive in looking for sponsors, but instead I was lazy because many refused to cooperate",RAW-ORI,Should statement,Should statement
"Saya pernah melakukan satu kesalahan yang saya sendiri malu untuk menceritakannya. Kejadian ini baru terjadi sekitar 2 bulan yang lalu. Kejadian yang membuat susah keluargaku juga, saya sangat sedih melihat ayah yang bahkan masih bisa tersenyum dan mengucapkan semua akan baik-baik saja dalam menghadapi masalah yang saya ciptakan. $Sekarang saya sangat menyesal, seharusnya waktu itu saya tidak hilang akal hanya karena keserakahan.$","I once made a mistake that I was embarrassed to tell about. This incident just happened about 2 months ago. This incident made my family difficult too, I was very sad to see my father who could still smile and say everything would be fine in the face of the problems I created. $Now I really regret it, I shouldn't have lost my mind at that time just because of greed.$",RAW-ORI,Should statement,Should statement
"ketika saya berada di dalam kelas dan ketika dosennya memiliki pertanyaan $seharusnya saya tidak takut untuk memberikan jawaban saya kepada dosen tersebut$ namun ketika temen saya memberikan jawaban yang sama dengan yang ada di dalam pikiran saya, saya malah menjadi kecewa dan berpikir bahwasanya seharusnya saya tidak ragu untuk menjawab","when I was in class and when the lecturer had a question, I shouldn't be afraid to give my answer to the lecturer, but when my friend gave the same answer as what I had in mind, I became disappointed and thought that I shouldn't hesitate to answer.",RAW-ORI,Should statement,Should statement
"pada diri terjadi ketika gagal memenuhi ekspetasi diri yang terkadang ingin semua terjadi persis sesuai yang kita harapkan, perasaan ini muncul ketika saya melakukan kesalahan saat tampil di depan umum, setelahnya saya langsung seketika secara alamiah menyalahkan diri dan berpikir, $aduh harusnya aku bisa nih jauh lebih baik dibanding tadi$, orang orang berpikir apa ya? aku telah gagal tampil prima? dan itu berputar dalam otak saya untuk sementara waktu","In myself it occurs when we fail to meet our own expectations, sometimes we want everything to happen exactly as we expect, this feeling arises when I make a mistake when appearing in public, after that I immediately naturally blame myself and think, $oh, I should have done much better than before, what do people think? Have I failed to look my best? and it spun around in my brain for a while",RAW-ORI,Should statement,Should statement
"Sejak saya masuk jurusan psikologi banyak sekali ‘keharusan-keharusan’ yang saya terima seperti “$km kan masuk jurusan psikologi, harusnya tau dong cara menjaga mental orang$” terlalu banyak yang berkomentar seperti itu sehingga menjadi beban bagai saya padahal saat itu saya pun belum mulai pembelajaran di kampus","Since I entered the psychology department, I have received a lot of 'musts' such as ""You're going into the psychology department, you should know how to look after people's mental health"" too many people made comments like that so it became a burden for me even though at that time I hadn't even started studying on campus.",RAW-ORI,Should statement,Should statement
Saya pernah merasa bahwa $saya harus sempurna di segala bidang$ sehingga satu kritikan membuat down,I once felt that $I had to be perfect in all areas$ so one criticism made me down,RAW-ORI,Should statement,Should statement
$Harus beljar dan memilih$,$Have to learn and choose$,RAW-ORI,Should statement,Should statement
"Sama seperti contoh diatas, saya pernah merasakan bahwa nilai yang saya dapatkan bukanlah nilai yang memuaskan, karena banyak dari teman saya juga mendapatkan nilai yang bagus, dan $saya berpikir bahwa saya masih harus lebih maksimal dalam meningkatkan nilai saya$ walaupun saat itu nilai saya sudah tergolong memuaskan","Just like the example above, I once felt that the grade I got was not a satisfactory grade, because many of my friends also got good grades, and I thought that I still had to be more optimal in improving my grade, even though at that time my grade was already considered satisfactory.",RAW-ORI,Should statement,Should statement
"Ketika saya secara mendadak tidak dapat hadir ke kegiatan yang telah disepakati sebelumnya, terkadang saya merasa bersalah dan $seharusnya hadir di sana$","When I suddenly can't attend a previously agreed upon activity, I sometimes feel guilty and that I $should have been there",RAW-ORI,Should statement,Should statement
"$saat melihat teman saya dapat meraih sesuatu yang seharusnya dapat saya raih$, saat itu membuat saya berfikir bahwa saya tidak bisa melakukan apa apa dengan benar.","When I see my friend can achieve something that I should be able to achieve, that moment makes me think that I can't do anything right.",RAW-ORI,Should statement,Should statement
"Saya pernah mengikuti lomba baru-baru ini. Saya sadar saya dan teman anggota tim saya sudah sangat bekerja keras untuk berusahan memenangkan perlombaannya, tetapi karena satu hal, saya melupakan satu tugas terakhir yang saya harus lakukan dan berakhir pada kekalahan tim kami pada lomba tersebut yang mengurangi nilai akhir dari para juri. Saya berpikir bahwa andai saja saya tidak lupa untuk mengerjakan hal terakhir tersebut, saya dan teman tim saya MUNGKIN saja bisa lolos ke babak final perlombaan.","I took part in a competition recently. I realized that my team members and I had worked very hard to try to win the competition, but for one reason, I forgot one last task that I had to do and ended up losing our team in the competition which reduced the final score from the judges. I thought that if only I didn't forget to do that last thing, my teammates and I MIGHT be able to qualify for the final round of the competition.",RAW-ORI,No Distortion,No Distortion
"Organisasi tari dina tidak memenangkan juara dalam perlombaan. Meskipun semua sudah bekerja keras untuk memenangkan lomba tersebut, namun dina merasa organisasi tarinya tidak mendapatkan juara karena kesalahan dirinya","The Dina dance organization did not win the championship in the competition. Even though everyone had worked hard to win the competition, Dina felt that her dance organization did not win because it was her fault",RAW-ORI,No Distortion,No Distortion
"Website perusahaan tempat saya bekerja terdapat error atau bug. Yang mengerjakan website tersebut ialah saya dan teman saya, namun karena kurangnya pengujian yang saya lakukan maka error tersebut sebelumnya tidak terdeteksi oleh saya","The company website where I work has an error or bug. The people working on the website were me and my friend, but due to the lack of testing I did, the error was previously undetected by me",RAW-ORI,No Distortion,No Distortion
Setiap saat ketika saya bekerja sama dengan banyak orang.,All the time when I work together with many people.,RAW-ORI,No Distortion,No Distortion
Iya. Dikarenakan ketidak mampuan saya juga dapet menghambat teman teman yang lain,"Yes. Because of my inability, I can also hinder other friends.",RAW-ORI,No Distortion,No Distortion
"Pernah suatu kali, saya menghadapi situasi di mana saya merasa bahwa saya mungkin menjadi penyebab suatu masalah dalam percakapan dengan seseorang. Setelah menganalisis percakapan tersebut, akhirnya saya menyadari bahwa persepsi saya tidak sepenuhnya akurat.","Once, I faced a situation where I felt that I might be the cause of a problem in a conversation with someone. After analyzing the conversation, I finally realized that my perception was not completely accurate.",RAW-ORI,No Distortion,No Distortion
"Tim saya sedang mengikuti perlombaan robot. Tapi kami kalah karena robot eror. Setiap orang sudah melakukan tugas dengan baik, tapi masih aja da error. Saya merasa saya penyebab hal itu karena tidak memperhatikan hal- hal kecil yang menyebkan error pada robot.","My team is taking part in a robot competition. But we lost because of a robot error. Everyone has done their job well, but there are still errors. I feel like I caused this because I didn't pay attention to the little things that caused errors in the robot.",RAW-ORI,No Distortion,No Distortion
"Ketika saya menjadi koordinator dalam suatu organisasi, anggota saya melakukan satu kesalahan yang menurut saya cukup berdampak. Meskipun tugas tersebut saya berikan kepadanya namun saya sebagai koordinator merasa ikut bersalah atas kejadian tersebut.","When I was a coordinator in an organization, my members made a mistake that I thought was quite impactful. Even though I gave this task to him, I as the coordinator felt guilty for this incident.",RAW-ORI,No Distortion,No Distortion
Sejauh ini seingat saya tidak pernah mengalami peristiwa tersebut,"So far, as far as I remember, I have never experienced this incident",RAW-ORI,No Distortion,No Distortion
Ketika melakukan presentasi kelompok dan saat semua anggota kelompok dapat menjelaskan dengan baik sedangkan saya tidak dan terasa nilai kelompok saya akan rusak,When doing a group presentation and when all group members can explain well while I can't and it feels like my group's value will be damaged,RAW-ORI,No Distortion,No Distortion
Mungkin terjadi sesuatu yang serupa di masa lampau namun saya kesulitan untuk mengingat kejadian tersebut. Yang paling mudah adalah saya yang sering menyelahkan diir sendiri ketika bermain buruk di game Valorant dan menyalahkan diri sendiri yang kurang mampu dalam melakukan hal yang krusial di suatu ronde,Maybe something similar happened in the past but I have difficulty remembering what happened. The easiest thing is that I often blame myself when I play badly in the Valorant game and blame myself for not being able to do crucial things in a round.,RAW-ORI,No Distortion,No Distortion
Ketika dalam kelompok dan hal yang sedang dibuat tidak sesuai ekspektasi,When in a group and what is being created does not match expectations,RAW-ORI,No Distortion,No Distortion
Disetiap kejadian yang di dalamnya terlibat diri saya dan mengalami kegagalan,In every incident in which I was involved I experienced failure,RAW-ORI,No Distortion,No Distortion
Semua terjadi karena suatu alasan dan itu jadi motivasi hidup saya jadi saya tidak pernah merasa demikian,Everything happens for a reason and that is my motivation in life so I never feel that way,RAW-ORI,No Distortion,No Distortion
"Tidak bayar denda kepanitiaan hingga terjadi perselisihan, padahal saya sedang tidak punya uang😅","Not paying the committee fine until a dispute occurs, even though I don't have any money😅",RAW-ORI,No Distortion,No Distortion
Tidak pernah mengalami peristiwa tersebut,Never experienced this incident,RAW-ORI,No Distortion,No Distortion
"pernah saat di dalam sebuah lomba saya bersama teman-teman saya berjuang sudah sampai final di perlombaan tersebut, namun sayangnya","Once in a competition, I and my friends struggled to reach the final in the competition, but unfortunately",RAW-ORI,No Distortion,No Distortion
"saat porseni futsal fmipa saya bertugas menjadi seorang kiper, saya merasa menjadi seorang penyebab dari kebobolan gol yang tim saya alami, namun untungnya kami berhasil memenangkan turnamen karena saya meminta tukar kiper","When I was assigned as a goalkeeper at FMIPA Futsal Academy, I felt like I was the cause of the goals conceded by my team, but fortunately we managed to win the tournament because I asked for a goalkeeper swap.",RAW-ORI,No Distortion,No Distortion
Kesalahan dalam menggunakan kartu atm sehingga uang raib senilai 480.000,"A mistake in using an ATM card resulted in the loss of money worth 480,000",RAW-ORI,No Distortion,No Distortion
Dalam mengerjakan suatu hal jika hal tersebut tidak menghasilkan suatu yang baik tetapi saya sudah melakukannya dengan baik maka akan ada rasa untuk kecewa dan cenderung menyalahkan diri sendiri,"When doing something, if it doesn't produce something good, but I have done it well, I will feel disappointed and tend to blame myself.",RAW-ORI,No Distortion,No Distortion
Suatu program kerja berjalan dengan lancar namun ada beberapa kesalahan yang sekiranya merupakan salah saya karena saya rasa saya tidak serius,A work program went smoothly but there were several mistakes which were probably my fault because I didn't think I was serious,RAW-ORI,No Distortion,No Distortion
Saya tabrakan sampai saya operasi pasang pan karena saya melanggar lampu merah,I had a collision until I had the operation to install the pan because I ran a red light,RAW-ORI,No Distortion,No Distortion
Saat sd soanata pernah membuat kegaduhan dengan cara melempar batu saat kepala sekolah sedang menyuruh kami berkumpul dilapangan saat itu kepala sekolah belum datang dan sonata iseng melempar batu dan terkena orang saat itu orang tersebut langsung membalas namun karena tak tahu siapa yang melempar jadi lemparannya terkena orang lain dan orang lain tersebut kembali membalas hingga berakhir kegaduhan,"When I was in elementary school, Soanata once caused a commotion by throwing stones when the principal was telling us to gather in the field. At that time, the principal had not yet arrived and Sonata was throwing a stone for fun and was hit by someone. At that time, the person immediately retaliated, but because he didn't know who threw it, his throw was hit by another person and the other person retaliated again until the commotion ended.",RAW-ORI,No Distortion,No Distortion
Saat SD saya pernah bermain ke rumah teman saya sepulang sekolah tanpa memberitau siapapun jadi keluarga saya panik mencari saya kemana mana.,"When I was in elementary school, I went to play at my friend's house after school without telling anyone, so my family was frantically looking for me everywhere.",RAW-ORI,No Distortion,No Distortion
"Sering, terapi biasanya rasa 'guilt' karena menjadi penyebab kegagalan hampir tidak saya rasakan. Karena saya tahu semua kelakuan saya memiliki konsekuensi dan apa yg sudah terjadi tidak bisa di 'undo', hanya bisa berusaha agar tidak terjadi lagi.","Often, in therapy, I almost don't feel the feeling of 'guilt' for being the cause of failure. Because I know that all my behavior has consequences and what has happened cannot be 'undo', I can only try to prevent it from happening again.",RAW-ORI,No Distortion,No Distortion
Saya pernah menyalahkan diri saya sendiri atas ketidak mampuan saya dalam memenuhi ekspetasi orang lain terhadap saya,I once blamed myself for my inability to meet other people's expectations of me,RAW-ORI,No Distortion,No Distortion
Ketika saya tidak berusaha membantu menyelesaikan masalah dan ternyata masalah tersebut menjadi besar jadi ssys menyalahkan diri sendiri,"When I don't try to help solve the problem and it turns out the problem becomes big, I blame myself",RAW-ORI,No Distortion,No Distortion
"Saya pernah memelihara anjing mini
Karna rumah saya tinggi jadi saat kencing anjing itu harus di bantu untuk turun 
Tapi saat itu saya sibuk karna sekolah, dan pkl
Jadi saya tidak bisa memperhatikannya sesering sebelumnya
Sehingga itu menyebabkan dia menjadi malas dan menyebabkan cedera pada kakinya karena malas bergerak dan menjadi lumpuh
Saya merasa sangat bersalah karena tidak bisa selalu memperhatikannya","I once had a mini dog
Because my house is high, when the dog urinates, I have to help it down 
But at that time I was busy because of school and street
So I can't pay attention to it as often as before
So it causes him to become lazy and causes injury to his legs because he is lazy to move and becomes paralyzed
I feel so guilty that I can't always pay attention to him",RAW-ORI,No Distortion,No Distortion
Saya sebagai kiper yang tim awalnya menang kebobolan sampai kalah,I am a goalkeeper whose team starts from winning and conceding to losing,RAW-ORI,No Distortion,No Distortion
Saya merasa saya menyebabkan tanaman di rumah layu karena telat menyiram.,I feel like I caused the plants at home to wilt because I was late watering them.,RAW-ORI,No Distortion,No Distortion
saya pernah membuat hubungan orang renggang karena pacarnya sering curhat ke saya,I once made someone's relationship strained because his girlfriend often confided in me,RAW-ORI,No Distortion,No Distortion
Pentas tidak berjalan lancar karena saya kurang prepare dengan pentas yang akan ditampilkan,The performance didn't go smoothly because I wasn't prepared enough for the stage that was going to be performed,RAW-ORI,No Distortion,No Distortion
Merasa bertanggung jawab ketika drama kelompok tidak sebaik kelompok lain karena tidak bekerja lebih keras,Feeling responsible when a group's drama isn't as good as another group's because they didn't work harder,RAW-ORI,No Distortion,No Distortion
"Saat ujian kelompok, saya mendapatkan pertanyaan di luar ekspektasi sehingga saya kurang bisa menjawab dengan baik. Penguji mengatakan bahwa kami semua mendapat nilai yang baik, tapi saya berharap saya bisa menjawab dengan lebih baik lagi.","During the group exam, I got questions that were beyond my expectations so I wasn't able to answer well. The examiner said that we all got good marks, but I wish I could have answered better.",RAW-ORI,No Distortion,No Distortion
"Saat bermain suatu game online, tim saya kalah karena saya melakukan satu kesalahan krusial.","While playing an online game, my team lost because I made a crucial mistake.",RAW-ORI,No Distortion,No Distortion
"Saat saya menjadi anggota panitia dalam sebuah acara, terjadi masalah teknis yang membuat progres acara terhambat. Saya merasa saya adalah penyebab masalah tersebut dan merasa bersalah. Namun, setelah berdiskusi dengan anggota panitia lainnya, kami menyadari bahwa ini bukan hanya salah saya. Pengalaman ini mengajarkan saya pentingnya kerja tim dan berkomunikasi efektif dalam mengatasi masalah.","When I was a committee member at an event, a technical problem occurred which hampered the progress of the event. I felt I was the cause of the problem and felt guilty. However, after discussing with other committee members, we realized that this was not just my fault. This experience taught me the importance of teamwork and effective communication in solving problems.",RAW-ORI,No Distortion,No Distortion
"Mengikuti perlombaan di luar Bali, dengan harapan jika lolos semifinal bisa didanai oleh sekolah. Setelah lolos hingga final, sekolah tidak mau mendanai. Saya merasa bersalah terhadap orangtua karena telah menjanjikan dana akan diturunkan oleh sekolah.","Participating in competitions outside Bali, with the hope that if they pass the semifinals they can be funded by the school. After making it to the final, the school didn't want to fund it. I felt guilty towards my parents because they had promised that the funds would be reduced by the school.",RAW-ORI,No Distortion,No Distortion
Saya terkadang merasa bersalah ketika membuat orang tua saya mengeluarkan uang dengan nominal besar untuk kebutuhan genting saya,I sometimes feel guilty when I make my parents spend large sums of money for my critical needs,RAW-ORI,No Distortion,No Distortion
"kalah tarik tambang, karena saya terpeleset","lost the tug of war, because I slipped",RAW-ORI,No Distortion,No Distortion
"Saya pernah melakukan kesalahan ketika menjadi panitia dkv untuk acara cup sekolah, dimana saya terus-terusan mendapat revisi karena hasil design/gambaran saya dan tim saya kurang sesuai dengan selera ketua pelaksana dan crew lainnya","I once made a mistake when I was on the DKV committee for a school cup event, where I kept getting revisions because the results of my and my team's designs/drawings didn't match the tastes of the chief organizer and the other crew.",RAW-ORI,No Distortion,No Distortion
"saya pernah mengalami, kelupaan mematikan air keran di rumah hingga membanjiri area taman saya, disitu saya berfikir hal ini karena keteledoran saya","I once experienced forgetting to turn off the tap water at home until it flooded my garden area, at that time I thought this was due to my carelessness",RAW-ORI,No Distortion,No Distortion
ketika saya dan teman saya ketauan membawa vape disekolah dan saya bersama teman saya dihukum dan dijemur dilapangan. masalah ini karena sebelumnya saya yang melaporkan teman saya ngevape disekolah sedangkan saya lupa kalau saya juga membawa vape kesekolah yang saya taruh di tas saya. ini termasuk senjata makan tuan,"when my friend and I were caught carrying vapes at school and my friend and I were punished and dried in the field. This problem was because previously I was the one who reported my friend vaping at school while I forgot that I also brought a vape to school which I put in my bag. This includes eating weapons, sir",RAW-ORI,No Distortion,No Distortion
"Saat SMA ada tugas melukis sebagai tugas akhir, dan dua teman saya ingin mengerjakan dan meminjam alat lukis saya. Kami sepakat mengerjakan di rumah saya pada hari minggu, namun saat teman saya sampai di rumah saya, saya masi bermain game sehingga saat di ajak membeli cat warna, saya bilang ""sebentar"" karena saya juga merasa saya masih mempunyai dua cat tersebut. Setelah saya cek ternyata habis dan akhirnya kami membeli cat kemudian melukis dengan waktu yang lebih lama selesai, saya merasa bersalah dan meminta maaf, jika saja saya tidak bilang "" sebentar"" dan tidak bermain game pasti tugas lukisan kami lebih cepat selesai.","When I was in high school there was a painting assignment as a final project, and two of my friends wanted to do it and borrow my painting tools. We agreed to do it at my house on Sunday, but when my friend arrived at my house, I was still playing games so when I was asked to buy colored paint, I said ""just a moment"" because I also felt I still had the two paints. After I checked it turned out to be out of stock and in the end we bought paint and then painted for a longer time to complete, I felt guilty and apologized, if I hadn't said ""just a moment"" and not played games our painting task would have been finished faster.",RAW-ORI,No Distortion,No Distortion
Masa masi smp saya pernah bermain layangan adu saya dan adik saya bermain layangan adu bersama tapi layangan adik saya putus dan dia menangis saya merasa bersalah dan memberikan layangan saya yang masi mengudara kepada adik saya untuk dimainkan,"When I was in middle school, I once played kite fighting. My sister and I played kite fighting together but my sister's kite broke and she cried. I felt guilty and gave my kite which was still in the air to my sister to play with.",RAW-ORI,No Distortion,No Distortion
"Saya ingin pulang setelah acara, sebelumnya saya pergi dengan teman saya (A) tetapi saat pulang teman saya (A) bilang tidak mengantar saya sampai ke kosdan hanya sampai jalan besar karena takut, alhasil saya meminta tolong teman saya (B) yang ada di kos untuk meminjam motor ke teman kos lain (C) dan menjemput saya. Ternyata saat saya pulang teman saya (A) berniat mengantar saya sampai ke kosan karena dia sudah meminta salah satu teman saya (D) yang ikut acara untuk menemaninya mengantar saya. Alhasil saya kebingungan karena saya sudah mau sampai ke kos dan teman saya (B) sudah ada di lokasi yang saya minta untuk tempat dia menjemput saya. Saya merasa bersalah telah meminta dia (B) menjemput saya dan meminjam motor, padahal teman saya (B) sudah bilang tidak apa-apa karena jaraknya dekat dan dia bisa gampang pulang. Lalu kalau diingat juga sebenernya tidak salah, karena saya tidak menerima konfirmasi apapun dari teman saya (A) bahwa dia mau mengantar saya sampai kos. Alhasil setelah saya sampai ke kos saya minta maaf ke semua teman saya karena merasa sangat merepotkan mereka.","I wanted to go home after the event, previously I went with my friend (A) but when I came home my friend (A) said not to take me to the boarding house and only to the main road because I was afraid, as a result I asked my friend (B) who was at the boarding house to help me borrow a motorbike from another boarding house friend (C) and pick me up. It turned out that when I came home my friend (A) intended to take me to the boarding house because he had asked one of my friends (D) who was at the event to accompany him to take me. As a result, I was confused because I was about to get to the boarding house and my friend (B) was already at the location I asked for where he would pick me up. I felt guilty for asking him (B) to pick me up and borrow a motorbike, even though my friend (B) had said it was okay because the distance was close and he could easily get home. Then if you remember, it's actually not wrong, because I didn't receive any confirmation from my friend (A) that he wanted to take me to the boarding house. As a result, after I arrived at the boarding house, I apologized to all my friends because I felt like it had really bothered them.",RAW-ORI,No Distortion,No Distortion
"Ekonomi keluarga semenjak pandemi sangat menurun, tetapi saya mempunyai impian untuk belajar ke jenjang yang lebih tinggi dan orang tua saya pun mendukung. Ada rasa bahagia ketika saya diterima dan ada rasa gelisah jika sewaktu-waktu saya tidak bisa melanjutkan karena alasan ekonomi. Saya selalu menyalahkan diri kalau misal saja saya kerja tidak kuliah, maka saya membantu perekonomian keluarga. Namun orang tua saya tidak setuju dengan pemikiran saya, semuanya sudah ditakdirkan dan pasti ada jalannya.","The family economy has really declined since the pandemic, but I have a dream of studying at a higher level and my parents also support me. There was a feeling of happiness when I was accepted and there was a feeling of anxiety if at any time I couldn't continue due to economic reasons. I always blame myself if, for example, I work and don't study, so I help the family's economy. However, my parents do not agree with my thinking, everything is destined and there must be a way.",RAW-ORI,No Distortion,No Distortion
Ketika ikut lomba tidak menang padahal kami sudah bekerja keras biasa saya merasa apa karena ada saya jadi tim saya tidak menang,"When I take part in a competition and don't win even though we have worked hard, I usually feel that because I was there, my team didn't win",RAW-ORI,No Distortion,No Distortion
Terlalu berkeinginan sesuatu samp memaksakan kehendak orang sampe menyebabkan suatu maslalah,Wanting something too much means forcing people's will to the point of causing problems,RAW-ORI,No Distortion,No Distortion
Ketika melakukan kegiatan operasi saya melakukan kesalahan yang membuat hewan yang saya operasi mati,"When carrying out surgery, I made a mistake which caused the animal I was operating on to die",RAW-ORI,No Distortion,No Distortion
Tidak pernah benar2 menghandle sebuah peristiwa penting krn terlalu nyaman di balik layar,Never really handles an important event because he is too comfortable behind the scenes,RAW-ORI,No Distortion,No Distortion
"Salah satu peristiwa dalam hidup saya ketika saya merasa menjadi penyebab suatu masalah terjadi adalah ketika saya bekerja pada proyek kelompok di perguruan tinggi. Kami memiliki tenggat waktu yang ketat untuk menyelesaikan tugas bersama, dan pada suatu titik, terjadi kebingungan dalam pengaturan jadwal pertemuan kami. Saya merasa bertanggung jawab karena saya tidak secara aktif menginisiasi komunikasi dengan anggota kelompok lainnya untuk memastikan jadwal yang sesuai. Akibatnya, kami harus bekerja dalam waktu yang sangat terbatas dan merasa sangat tertekan. Pada saat itu, saya merasa bahwa jika saya lebih proaktif dalam mengatur jadwal pertemuan, masalah ini bisa dihindari.","One of the occasions in my life when I felt like I was the cause of a problem occurring was when I was working on a group project in college. We had a tight deadline to complete the task together, and at some point, there was confusion in setting our meeting schedule. I feel responsible because I did not actively initiate communication with other group members to ensure appropriate schedules. As a result, we had to work in very limited hours and felt very stressed. At that time, I felt that if I had been more proactive in scheduling meetings, this problem could have been avoided.",RAW-ORI,No Distortion,No Distortion
"Saya pernah gagal berbisnis dengan rekan saya, namun saya merasa itu karena saha yang belum bisa menjalankwn bisnis","I once failed in business with my partner, but I felt it was because the partner was unable to run a business",RAW-ORI,No Distortion,No Distortion
"Ketika semua bermusyawarah dan ide kita terpilih, tetapi pada saat dilaksanakan kita merasa pilihan tersebut bukan pilihan yang bagus","When everyone is deliberating and our idea is chosen, but when it is implemented we feel that the choice is not a good choice",RAW-ORI,No Distortion,No Distortion
"Saat ada kegiatan, rundown kegiatan tidak berjalan sesuai yg di harapkan","When there are activities, the activity rundown does not go as expected",RAW-ORI,No Distortion,No Distortion
"Di tempat kerja, dimana salah satu treaning yang saya ajari tidak menumbuhkan inisiatif untuk bekerja, setelah di lihat dari rekan kerja yang lain seakan saya yang membuat masalah karena tidak handal mengajari treningan","At work, where one of the treanings that I taught did not develop initiative to work, after seeing it from other colleagues, it seemed like I was the one causing problems because I was not good at teaching treaning.",RAW-ORI,No Distortion,No Distortion
"Niat hati bercanda tetapi tidak mengetahui lawan main sedang tidak berada dikondisi yang baik, yang memicu pertengkaran","The intention is to joke but doesn't know that the other person is not in good condition, which triggers an argument",RAW-ORI,No Distortion,No Distortion
"Saya pernah tidak serius dalam mengerjakan proyek untuk lomba, alhasil proyeknya tidak mendapat nilai bagus. Caya cukup menyesal atas ketidakseriusan saya","I once wasn't serious about working on a project for a competition, as a result the project didn't get a good score. Caya was quite sorry for my lack of seriousness",RAW-ORI,No Distortion,No Distortion
"Saat SMA Saya pernah salah memasukan materi dalam tugas kelompok, sehingga kelompok saya dimarahi oleh guru. Oleh karena itu saya menyalahkan diri Saya karena kelalaian","When I was in high school, I entered the wrong material in a group assignment, so my group was scolded by the teacher. Therefore I blame myself for negligence",RAW-ORI,No Distortion,No Distortion
"saya merasa menjadi penyebab masalah ketika saya lupa mengirimkan laporan penting untuk proyek kelompok, yang membuat tim kesulitan menyelesaikan tugas tepat waktu.","I felt like I was the cause of the problem when I forgot to send an important report for a group project, which made it difficult for the team to complete the task on time.",RAW-ORI,No Distortion,No Distortion
saya menyebabkan teman saya di marah oleh dosen karena saya terlambat datang ke kampus saat kelompok kami persentasi,I caused my friend to be angry with the lecturer because I was late coming to campus during our group presentation,RAW-ORI,No Distortion,No Distortion
Ketika suasana hati org tidak baik,When people are in a bad mood,RAW-ORI,No Distortion,No Distortion
Saat saya menabrak Mobil dosen yang membuat orangtua saya harus mengeluarkan uang dalam jumlah besar.,"When I crashed into the lecturer's car, it cost my parents a large amount of money.",RAW-ORI,No Distortion,No Distortion
Aku merasa sangat bersalah atas masalah yang terjadi sehingga aku kepikiran Sampai masalah itu selesai,I felt so guilty about the problem that occurred that I thought about it until the problem was resolved,RAW-ORI,No Distortion,No Distortion
Ayah saya yang mengonsumsi narkoba juga seorang penjudi.,My drug-using father was also a gambler.,RAW-ORI,No Distortion,No Distortion
